Date,Open,High,Low,Close,Volume
1/7/2000,29.125,33.125,28.75,31.125,58158100
1/14/2000,35,36.75,33.3125,33.5625,82951400
1/21/2000,33.75,35.4375,32.6875,32.75,29742300
1/28/2000,33,38,32.375,36.75,65083800
2/4/2000,36.0625,38.5,35.8125,38.125,41176500
2/11/2000,38,39,36.8125,37.875,30601800
2/18/2000,37,37.375,35.3125,35.5,27631600
2/25/2000,35.3125,35.4375,31,31,37383600
3/3/2000,32.3125,36.5,32,36.5,41283500
3/10/2000,35.875,36.75,34.625,35.125,33450900
3/17/2000,33.125,36.9375,33,36.8125,34102100
3/24/2000,37.8125,41.9375,37.6875,41.4375,58073100
3/31/2000,41.5,42.5,39.75,41.25,28933700
4/7/2000,41.4375,41.9375,38.375,41,23585400
4/14/2000,40.75,43.625,37.6875,38.875,31894200
4/20/2000,37.5,42.5,37.0625,42.25,24495600
4/28/2000,41.125,43.625,39.6875,43.625,29597300
5/5/2000,43.5625,43.875,39.25,39.5625,34851400
5/12/2000,39.625,41.75,39.5625,40.80860138,19531100
5/19/2000,40.6875,42.875,39.75,41.0625,22468400
5/26/2000,41.1875,41.5,38.1875,39.875,19848400
6/2/2000,40.875,42.5625,40.25,40.4375,21962600
6/9/2000,40.5,42,40,41.5625,18275400
6/16/2000,41.3125,42.25,40.1875,41.1875,20333500
6/23/2000,41.3125,42.0625,39.375,39.625,17089800
6/30/2000,39.8125,40.5,37.75,38.8125,21482400
7/7/2000,38.125,39.1875,36.5,38,19465600
7/14/2000,37.5,38.4375,36,37.4375,21027400
7/21/2000,37.4375,39.3125,35.375,37.4375,24075800
7/28/2000,37.0625,38.5,36.3125,37.875,16453100
8/4/2000,38,43,38,42.4375,36073600
8/11/2000,42,42.125,39.5625,40.625,23106500
8/18/2000,41,41.125,38.75,39.125,15096900
8/25/2000,38.875,39.25,37.4375,38.125,17570500
9/1/2000,37.75,39.8125,37.625,39,16157800
9/8/2000,39.3125,41.5,38.5625,40.25,14981900
9/15/2000,39.8125,40.1875,38.5,39.1875,17237900
9/22/2000,39,39.0625,36.8125,37.4375,16788900
9/29/2000,37.875,39.4375,37.3125,38.25,17182300
10/6/2000,38.75,41.5,38.5,40.6875,22013300
10/13/2000,40.5625,41.9375,38.0625,39.75,23972100
10/20/2000,39.0625,39.125,33.5,36.375,34125000
10/27/2000,36.6875,36.8125,33.875,34.3125,21260300
11/3/2000,35.5,38.25,33.8125,38.0625,23251000
11/10/2000,37.875,38.125,30.8125,31.6875,48016200
11/17/2000,31,32.5,29.6875,30.1875,34845100
11/24/2000,30.5,30.5,28.5,29.75,18725300
12/1/2000,30.375,30.75,27.875,30,26192400
12/8/2000,29.5625,32,29.0625,30.9375,21262400
12/15/2000,31.0625,31.0625,28.25,29.375,30160800
12/22/2000,29.125,29.9375,26,26.4375,33923500
12/29/2000,27,29.125,26.75,28.9375,22504800
1/5/2001,28.125,33.4375,27.625,31.5,33365300
1/12/2001,31.5,31.875,29.3125,31.5625,27139800
1/19/2001,31.9375,34,31.8125,32.6875,22447400
1/26/2001,31.125,31.3125,29.3125,29.8125,37220000
2/2/2001,29.87000084,31.70000076,29.56999969,30.75,26004200
2/9/2001,30.30999947,32.84999847,29.80999947,31.95000076,35123200
2/16/2001,31.95000076,32.97999954,30.75,32.00999832,26161300
2/23/2001,32,32.09999847,29.60000038,30.29999924,20275200
3/2/2001,30.14999962,31.39999962,28.68000031,29.98999977,24726300
3/9/2001,29.78000069,30.39999962,29.10000038,29.71999931,26058700
3/16/2001,29.29999924,29.38999939,26.29999924,27.52000046,34824400
3/23/2001,27.75,28.22999954,26.05999947,27.81999969,31915900
3/30/2001,28,29.76000023,27.25,28.60000038,29678300
4/6/2001,28.29999924,28.96999931,26.46999931,28.48999977,26731900
4/12/2001,28.48999977,29.63999939,28.04999924,29.09000015,15493200
4/20/2001,28.95000076,32,28.82999992,31.36000061,26334200
4/27/2001,31.36000061,31.96999931,28.57999992,30.93000031,32307800
5/4/2001,30.79999924,31.85000038,30.25,30.90999985,18674600
5/11/2001,30.90999985,31.70000076,29.85000038,31.27000046,18530500
5/18/2001,31.15999985,33.25,30.29999924,32.59999847,32614700
5/25/2001,33.72999954,34.79999924,32.15999985,32.63999939,35757700
6/1/2001,32.09999847,32.84999847,31.19000053,31.71999931,18470700
6/8/2001,31.60000038,32.40999985,31.12999916,31.85000038,18322400
6/15/2001,31.60000038,31.75,29.26000023,29.70000076,20960200
6/22/2001,29.29999924,30.29000092,28.29999924,29.19000053,27888800
6/29/2001,29.19000053,29.19000053,27.35000038,28.88999939,30656900
7/6/2001,28.54999924,29.02000046,27.27000046,27.70999908,15040200
7/13/2001,27.70999908,28.29999924,26.80999947,28.19000053,30880100
7/20/2001,28.60000038,28.62000084,26.77000046,27,27198500
7/27/2001,27,27.35000038,26.03000069,27.03000069,29230300
8/3/2001,27.27000046,27.5,26.18000031,26.60000038,38170400
8/10/2001,26.70000076,27.97999954,26.62000084,27.39999962,26615100
8/17/2001,27.39999962,27.59000015,25.10000038,25.64999962,26187200
8/24/2001,25.70000076,26.85000038,25.5,26.64999962,18461700
8/31/2001,26.79999924,26.93000031,24.42000008,25.43000031,19016900
9/7/2001,25.10000038,26.04999924,23.14999962,24.11000061,25111000
9/21/2001,23.5,23.98999977,15.5,17.87000084,206507800
9/28/2001,18,18.79999924,17.12999916,18.62000084,74988800
10/5/2001,18.62000084,20.22999954,18.02000046,19.20000076,52471400
10/12/2001,19.20000076,20.48999977,18.40999985,19.61000061,40946500
10/19/2001,19.06999969,19.89999962,17.80999947,18.48999977,34334000
10/26/2001,18.26000023,19.38999939,18,18.70999908,35421100
11/2/2001,18.70000076,19.10000038,18.01000023,18.87000084,31789200
11/9/2001,19.25,19.54999924,18.04999924,18.95000076,47668000
11/16/2001,19,21.35000038,18.20000076,20.76000023,70662600
11/23/2001,21.25,21.90999985,20.40999985,21,38146700
11/30/2001,21.14999962,21.5,19.75,20.46999931,32772700
12/7/2001,20.46999931,22.89999962,19.5,22.35000038,48460900
12/14/2001,22,22.64999962,20.37100029,20.96999931,41963900
12/21/2001,21.25,21.29000092,20.40999985,20.68000031,47038300
12/28/2001,20.95000076,21.14999962,20.44000053,20.95000076,20495700
1/4/2002,20.95000076,22.75,20.54999924,22.70000076,37933500
1/11/2002,22.95000076,23.60000038,21.60000038,21.87000084,40772100
1/18/2002,21.55999947,21.79999924,20.5,21.20000076,32288800
1/25/2002,21.39999962,21.90999985,20.79999924,21.78000069,26180200
2/1/2002,22.60000038,22.60000038,20.02000046,22.45000076,49516500
2/8/2002,22.45999908,23.59000015,21.20000076,23.42000008,41235000
2/15/2002,23.26000023,24.38999939,23.06999969,23.89999962,37986500
2/22/2002,23.70000076,24.44000053,22.85000038,23.67000008,28775600
3/1/2002,23.92000008,24.60000038,22.79999924,23.98999977,45405900
3/8/2002,24,24.26000023,23.25,23.75,48065200
3/15/2002,23.60000038,24.39999962,23.18000031,24.31999969,30705200
3/22/2002,24.47999954,25,23.18000031,23.45000076,28849100
3/28/2002,23.70000076,23.70000076,22.64999962,23.07999992,23453700
4/5/2002,22.64999962,23.62000084,22.10000038,23.23999977,29311100
4/12/2002,22.75,24.23999977,22.72999954,24,32082200
4/19/2002,24,25.17000008,23.25,24.95000076,43507500
4/26/2002,25,25.14999962,23.68000031,24.10000038,37639900
5/3/2002,23.89999962,24.70000076,22.75,23.60000038,32747800
