Date,Open,High,Low,Close,Adj Close,Volume
10/18/2023,332.48999,335.589996,328.299988,330.109985,329.441345,23153600
10/19/2023,332.149994,336.880005,330.910004,331.320007,330.648895,25052100
10/20/2023,331.720001,331.920013,325.450012,326.670013,326.008331,25012600
10/23/2023,325.470001,332.730011,324.390015,329.320007,328.652954,24374700
10/24/2023,331.299988,331.839996,327.600006,330.529999,329.860504,31153600
10/25/2023,345.019989,346.200012,337.619995,340.670013,339.97998,55053800
10/26/2023,340.540009,341.630005,326.940002,327.890015,327.225861,37828500
10/27/2023,330.429993,336.720001,328.399994,329.809998,329.141968,29856500
10/30/2023,333.410004,339.450012,331.829987,337.309998,336.62677,22828100
10/31/2023,338.850006,339,334.690002,338.109985,337.42514,20265300
11/1/2023,339.790009,347.420013,339.649994,346.070007,345.369019,28158800
11/2/2023,347.23999,348.829987,344.769989,348.320007,347.614471,24348100
11/3/2023,349.630005,354.390015,347.329987,352.799988,352.085388,23624000
11/6/2023,353.450012,357.540009,353.350006,356.529999,355.807831,23828300
11/7/2023,359.399994,362.459991,357.630005,360.529999,359.799744,25833900
11/8/2023,361.679993,363.869995,360.549988,363.200012,362.464325,26767800
11/9/2023,362.299988,364.790009,360.359985,360.690002,359.959412,24847300
11/10/2023,361.48999,370.100006,361.070007,369.670013,368.921234,28042100
11/13/2023,368.220001,368.470001,365.899994,366.679993,365.937256,19986500
11/14/2023,371.01001,371.950012,367.350006,370.269989,369.519989,27683900
11/15/2023,371.279999,373.130005,367.109985,369.670013,369.670013,26860100
11/16/2023,370.959991,376.350006,370.179993,376.170013,376.170013,27182300
11/17/2023,373.609985,374.369995,367,369.850006,369.850006,40157000
11/20/2023,371.220001,378.869995,371,377.440002,377.440002,52465100
11/21/2023,375.670013,376.220001,371.119995,373.070007,373.070007,28423100
11/22/2023,378,379.790009,374.970001,377.850006,377.850006,23345300
11/24/2023,377.329987,377.970001,375.140015,377.429993,377.429993,10176600
11/27/2023,376.779999,380.640015,376.200012,378.609985,378.609985,22179200
11/28/2023,378.350006,383,378.160004,382.700012,382.700012,20453100
11/29/2023,383.76001,384.299988,377.440002,378.850006,378.850006,28963400
11/30/2023,378.48999,380.089996,375.470001,378.910004,378.910004,30554400
12/1/2023,376.76001,378.160004,371.309998,374.51001,374.51001,33020400
12/4/2023,369.100006,369.519989,362.899994,369.140015,369.140015,32063300
12/5/2023,366.450012,373.079987,365.619995,372.519989,372.519989,23065000
12/6/2023,373.540009,374.179993,368.029999,368.799988,368.799988,21182100
12/7/2023,368.230011,371.450012,366.320007,370.950012,370.950012,23118900
12/8/2023,369.200012,374.459991,368.230011,374.230011,374.230011,20144800
12/11/2023,368.480011,371.600006,366.100006,371.299988,371.299988,27708800
12/12/2023,370.850006,374.420013,370.459991,374.380005,374.380005,24838300
12/13/2023,376.019989,377.640015,370.769989,374.369995,374.369995,30955500
12/14/2023,373.309998,373.76001,364.130005,365.929993,365.929993,43277500
12/15/2023,366.850006,372.399994,366.279999,370.730011,370.730011,78478200
12/18/2023,369.450012,373,368.679993,372.649994,372.649994,21802900
12/19/2023,371.48999,373.26001,369.839996,373.26001,373.26001,20603700
12/20/2023,375,376.029999,370.529999,370.619995,370.619995,26316700
12/21/2023,372.559998,374.410004,370.040009,373.540009,373.540009,17708000
12/22/2023,373.679993,375.179993,372.709991,374.579987,374.579987,17091100
12/26/2023,375,376.940002,373.5,374.660004,374.660004,12673100
12/27/2023,373.690002,375.059998,372.809998,374.070007,374.070007,14905400
12/28/2023,375.369995,376.459991,374.160004,375.279999,375.279999,14327000
12/29/2023,376,377.160004,373.480011,376.040009,376.040009,18723000
1/2/2024,373.859985,375.899994,366.769989,370.869995,370.869995,25258600
1/3/2024,369.01001,373.26001,368.51001,370.600006,370.600006,23083500
1/4/2024,370.670013,373.100006,367.170013,367.940002,367.940002,20901500
1/5/2024,368.970001,372.059998,366.5,367.75,367.75,20987000
1/8/2024,369.299988,375.200012,369.01001,374.690002,374.690002,23134000
1/9/2024,372.01001,375.98999,371.190002,375.790009,375.790009,20830000
1/10/2024,376.369995,384.170013,376.320007,382.769989,382.769989,25514200
1/11/2024,386,390.679993,380.380005,384.630005,384.630005,27850800
1/12/2024,385.48999,388.679993,384.649994,388.470001,388.470001,21645700
1/16/2024,393.660004,394.029999,387.619995,390.269989,390.269989,27202300
1/17/2024,387.980011,390.109985,384.809998,389.470001,389.470001,22214400
1/18/2024,387.980011,393.184998,390.709991,392.440002,392.440002,2985383
