Date,Open,High,Low,Close,Volume
1/31/2000,26.66679955,31.91679955,24.16679955,29.37509918,59588542
2/29/2000,29.33349991,34.25019836,27.62509918,33.37519836,44438920
3/31/2000,33.12519836,36.62519836,30.12509918,34.91690063,62998026
4/28/2000,34.83349991,37.00019836,31.12509918,35.08349991,64888466
5/31/2000,35.29190063,38.25019836,28.66679955,35,51704615
6/30/2000,35.1875,44.25,35,42,52813500
7/31/2000,41.3125,46.1875,40.125,45.75,34738300
8/31/2000,45.375,47.625,39.875,44.625,39725500
9/29/2000,45.0625,55.9375,40.5,52.5,37088600
10/31/2000,52.875,61,47.25,56.6875,57418600
11/30/2000,55.5625,61.25,53.0625,58.125,47221600
12/29/2000,58.625,58.625,36.75,48.625,82220500
1/31/2001,49.6875,51,43.875,45.125,50089900
2/28/2001,45.125,45.125,39.375,39.9375,55096800
3/30/2001,40.25,41.8125,32.875,37.0625,74862600
4/30/2001,37.5,40,33.79000092,34.56000137,65486500
5/31/2001,35.08000183,42.84999847,30.61000061,38.43000031,77570200
6/29/2001,38.79000092,42,35.90000153,40,69667900
7/31/2001,41.13000107,43.49000168,37.75,39.29999924,53975600
8/31/2001,39.56000137,40.18999863,36.61999893,37.06999969,43721600
9/28/2001,37.31000137,37.45000076,28.27000046,31.51000023,79950200
10/31/2001,31.51000023,35.5,29.63999939,32.06000137,57168300
11/30/2001,32.25999832,37.20000076,31.59000015,35.00999832,41290600
12/31/2001,35,39.47000122,34.16999817,34.84999847,60504200
1/31/2002,35.08000183,38.24000168,31.85000038,36.70000076,60110500
2/28/2002,36.13999939,37.50099945,34.41999817,36.95000076,37587300
3/28/2002,36.96500015,42.15000153,36.77000046,39.70000076,61058000
4/30/2002,39.45000076,41.40000153,35.63999939,37.33000183,50427100
5/31/2002,37.5,38,33.66999817,34.65000153,54751100
6/28/2002,34.65000153,35.24000168,28.04999924,31.29000092,72511600
7/31/2002,31.29999924,31.70000076,21.65999985,26.30999947,87503950
8/30/2002,26.23999977,27.09000015,20.38999939,23.39999962,77001410
9/30/2002,23.47999954,26.18000031,21.82099915,24.27000046,69922414
