Date,Open,High,Low,Close,Adj Close,Volume
1/16/2023,136.820007,138.610001,133.770004,137.869995,137.103638,208176800
1/23/2023,138.119995,147.229996,137.899994,145.929993,145.118851,338655600
1/30/2023,144.960007,157.380005,141.320007,154.5,153.64122,480249700
2/6/2023,152.570007,155.229996,149.220001,151.009995,150.170609,330758800
2/13/2023,150.949997,156.330002,150.850006,152.550003,151.933685,316792400
2/20/2023,150.199997,151.300003,145.720001,146.710007,146.117279,213742300
2/27/2023,147.710007,151.110001,143.899994,151.029999,150.41983,273994900
3/6/2023,153.789993,156.300003,147.610001,148.5,147.90004,313350800
3/13/2023,147.809998,156.740005,147.699997,155,154.373779,410426600
3/20/2023,155.070007,162.139999,154.149994,160.25,159.60257,350100100
3/27/2023,159.940002,165,155.979996,164.899994,164.23378,267939700
4/3/2023,164.270004,166.839996,161.800003,164.660004,163.994781,200156300
4/10/2023,161.419998,166.320007,159.779999,165.210007,164.542542,263326300
4/17/2023,165.089996,168.160004,164.029999,165.020004,164.353317,249953100
4/24/2023,165,169.850006,162.800003,169.679993,168.994476,256274000
5/1/2023,169.279999,174.300003,164.309998,173.570007,172.868759,360586400
5/8/2023,172.479996,174.589996,171,172.570007,171.872787,250026700
5/15/2023,173.160004,176.389999,170.419998,175.160004,174.693649,258597700
5/22/2023,173.979996,175.770004,170.520004,175.429993,174.962921,250355000
5/29/2023,176.960007,181.779999,176.570007,180.949997,180.468216,286437400
6/5/2023,182.630005,184.949997,177.320007,180.960007,180.478195,347825100
6/12/2023,181.270004,186.990005,180.970001,184.919998,184.427643,333335700
6/19/2023,184.410004,187.559998,182.589996,186.679993,186.182953,203639400
6/26/2023,186.830002,194.479996,185.229996,193.970001,193.453552,281453200
7/3/2023,193.779999,193.880005,189.199997,190.679993,190.172302,170250800
7/10/2023,189.259995,191.699997,186.600006,190.690002,190.182297,250226700
7/17/2023,191.899994,198.229996,191.229996,191.940002,191.42897,310880300
7/24/2023,193.410004,197.199997,192.25,195.830002,195.308609,225884500
7/31/2023,196.059998,196.729996,181.919998,181.990005,181.505463,301423400
8/7/2023,182.130005,183.130005,176.550003,177.789993,177.31662,332452600
8/14/2023,177.970001,179.690002,171.960007,174.490005,174.260422,261440200
8/21/2023,175.070007,181.550003,173.740005,178.610001,178.375,247514300
8/28/2023,180.089996,189.919998,178.550003,189.460007,189.210739,264165600
9/4/2023,188.279999,189.979996,173.539993,178.179993,177.945557,305075900
9/11/2023,180.070007,180.300003,173.580002,175.009995,174.779724,403692100
9/18/2023,176.479996,179.699997,173.860001,174.789993,174.560013,297294000
9/25/2023,174.199997,176.970001,167.619995,171.210007,170.984741,285792000
10/2/2023,171.220001,177.990005,170.820007,177.490005,177.256485,260531400
10/9/2023,176.809998,182.339996,175.800003,178.850006,178.614685,241810100
10/16/2023,176.75,179.080002,172.639999,172.880005,172.652542,288323000
10/23/2023,170.910004,174.009995,165.669998,168.220001,167.998672,286078100
10/30/2023,169.020004,177.779999,167.899994,176.649994,176.417572,310010400
11/6/2023,176.380005,186.570007,176.210007,186.399994,186.154739,303608500
11/13/2023,185.820007,190.960007,184.210007,189.690002,189.690002,262862000
11/20/2023,189.889999,192.929993,189.25,189.970001,189.970001,148305600
11/27/2023,189.919998,192.089996,188.190002,191.240005,191.240005,216455900
12/4/2023,189.979996,195.990005,187.449997,195.710007,195.710007,251962600
12/11/2023,193.110001,199.619995,191.419998,197.570007,197.570007,379133100
12/18/2023,196.089996,197.679993,192.970001,193.600006,193.600006,232314100
12/25/2023,193.610001,194.660004,191.089996,192.529999,192.529999,153685700
1/1/2024,187.149994,188.440002,180.169998,181.179993,181.179993,275190100
1/8/2024,182.089996,187.050003,181.5,185.919998,185.919998,238352300
1/15/2024,182.160004,184.259995,180.300003,182.679993,182.679993,112882600
1/18/2024,181.270004,187.160004,185.839996,186.830002,186.830002,9212323
