Date,Open,High,Low,Close,Volume
1/31/2000,29.125,38,28.75,36.3125,243737900
2/29/2000,36,39,31,34,142259700
3/31/2000,33.8125,42.5,33,41.25,182574800
4/28/2000,41.4375,43.625,37.0625,43.625,109572500
5/31/2000,43.5625,43.875,38.1875,42.1875,109057900
6/30/2000,42.4375,42.5625,37.75,38.8125,86785100
7/31/2000,38.125,39.3125,35.375,38.5625,85157600
8/31/2000,39.4375,43,37.4375,38.95700073,101899300
9/29/2000,39,41.5,36.8125,38.25,68161300
10/31/2000,38.75,41.9375,33.5,35.8125,110845400
11/30/2000,35.625,38.25,27.875,28.9375,136050600
12/29/2000,29.25,32,26,28.9375,113356200
1/31/2001,28.125,34,27.625,30.45000076,135130600
2/28/2001,30.45000076,32.97999954,29.60000038,30.95000076,104446300
3/30/2001,30.03000069,31,26.05999947,28.60000038,135363100
4/30/2001,28.29999924,32,26.46999931,30.25,104738300
5/31/2001,30.5,34.79999924,29.85000038,31.62000084,116682700
6/29/2001,31.53000069,32.40999985,27.35000038,28.88999939,101322600
7/31/2001,28.54999924,29.02000046,26.03000069,26.35000038,116656600
8/31/2001,26.54999924,27.97999954,24.42000008,25.43000031,114143800
9/28/2001,25.10000038,26.04999924,15.5,18.62000084,306607600
10/31/2001,18.62000084,20.48999977,17.80999947,18.59000015,182668200
11/30/2001,18.63999939,21.90999985,18.04999924,20.46999931,201544000
12/31/2001,20.46999931,22.89999962,19.5,20.71999931,165428600
1/31/2002,20.89999962,23.60000038,20.02000046,21.05999947,163451400
2/28/2002,22.45000076,24.60000038,21.20000076,23,159886500
3/28/2002,22.95000076,25,22.64999962,23.07999992,140359600
4/30/2002,22.64999962,25.17000008,22.10000038,23.18000031,156730700
5/31/2002,23.43000031,24.97999954,22.60000038,22.90999985,115226500
6/28/2002,23,23.36000061,18.45000076,18.89999962,176793000
7/31/2002,18.89999962,20,14.61999989,17.38999939,189656900
8/30/2002,17.11000061,17.21999931,13.22000027,15.38000011,259257300
9/30/2002,15.28999996,16.32999992,14.26000023,14.85000038,154037700
10/31/2002,14.96000004,17.80999947,13.64000034,16.37999916,225492800
11/29/2002,16.43000031,19.80999947,16.21999931,19.44000053,142344200
12/31/2002,19.52000046,19.86000061,15.21000004,16,145895100
1/31/2003,16.47999954,18.19000053,15.93999958,17.18000031,145910500
2/28/2003,17.32999992,17.45999908,15.57999992,16.73999977,119170800
3/31/2003,16.78000069,18.38999939,14.56000042,16.70000076,192465400
4/30/2003,16.70000076,18.92000008,16.60000038,18.30999947,198427900
5/30/2003,18.42000008,19.46999931,17.12000084,19.28000069,183018700
6/30/2003,19.52000046,21.13999939,18.48999977,19.37999916,209186000
7/31/2003,19.38999939,21.80999947,19.03000069,21.51000023,176798500
8/29/2003,22.06999969,23.35000038,19.77000046,20.11000061,176314400
9/30/2003,20.35000038,21.12999916,19.40999985,19.79000092,194630800
10/31/2003,20.03000069,22.52000046,19.96999931,22.20999908,156056500
11/28/2003,22.42000008,23.30999947,21.95999908,22.64999962,117411223
12/31/2003,22.64999962,23.11000061,21.14999962,22.88999939,175567000
1/30/2004,23.04999924,24.61000061,22.54999924,23.54999924,182754400
2/27/2004,23.35000038,27.87000084,22.46999931,26.03000069,403132100
3/31/2004,26.29000092,26.54000092,24.09000015,24.52000046,199535500
4/30/2004,24.62999916,26.14999962,22.46999931,22.59000015,205583600
5/28/2004,22.73999977,23.47999954,20.98999977,23.03000069,165047100
6/30/2004,23.35000038,25.12000084,22.94000053,25.01000023,147605600
7/30/2004,24.86000061,25.02000046,22.13999939,22.64999962,114839700
8/31/2004,22.65999985,22.73999977,20.47999954,22.03000069,141796600
9/30/2004,22.03000069,23.20000076,21.57999992,22.12000084,128973700
10/29/2004,22.12999916,24.81999969,22.07999992,24.73999977,155883100
11/30/2004,24.64999962,26.93000031,24.31999969,26.37000084,124577700
12/31/2004,26.45999908,27.5,26.18000031,27.27000046,110924900
1/31/2005,27.28000069,28.38999939,26.54000092,28.09000015,142507600
2/28/2005,28.20999908,29.42000008,26.98999977,27.40999985,128956600
3/31/2005,27.44000053,28.45000076,26.95000076,28.19000053,145352100
4/29/2005,28.25,28.45000076,25.21999931,25.89999962,118281900
5/31/2005,26.06999969,27.48999977,25.53000069,26.92000008,133964400
6/30/2005,26.98999977,27.45999908,24.63999939,24.70000076,139998500
7/29/2005,24.73999977,26,23.88999939,25.14999962,140513700
8/31/2005,25.14999962,25.96999931,24.45000076,24.70999908,166977900
9/30/2005,24.62000084,24.86000061,22.46999931,23.67000008,194082300
10/31/2005,23.67000008,24.53000069,22.45000076,23.90999985,179438600
11/30/2005,23.81999969,25.69000053,23.81999969,24.45999908,186249100
12/30/2005,24.57999992,25.20999908,23.5,23.51000023,154229800
1/31/2006,23.62000084,26,23.31999969,24.82999992,297359600
2/28/2006,24.67000008,27.95000076,24.43000031,27.45999908,269072500
3/31/2006,27.46999931,28.29999924,26.54999924,27.36000061,196345900
4/28/2006,27.34000015,27.71999931,26.23999977,27.43000031,134429900
5/31/2006,27.47999954,29.95000076,27.11000061,29.92000008,318259100
6/30/2006,29.92000008,30.44000053,27.42000008,29.43000031,271444100
7/31/2006,29.62000084,29.87000084,27.62000084,29.12999916,208143600
