Date,Open,High,Low,Close,Volume
1/31/2000,41.63280106,53.3125,38.6875,49.46879959,1406968400
2/29/2000,49.1875,58.25,48.3125,56.5,965312400
3/31/2000,56.4375,72.6875,56,65.96880341,1131390200
4/28/2000,65.6875,69.53119659,54.1875,63.40620041,1209600200
5/31/2000,63.96879959,65.5,52.5625,62.34379959,1145915000
6/30/2000,63.09379959,70.125,62.0625,66.84380341,851667400
7/31/2000,67.0625,73.75,64.375,66.75,829141700
8/31/2000,67.0625,75.8125,60.4375,74.875,688112400
9/29/2000,75.625,75.6875,41.375,41.5625,1468440500
10/31/2000,42.9375,47,35,45,1528482200
11/30/2000,44.3125,47.875,36,38.0625,998115100
12/29/2000,38.5,38.5,29.8125,30.0625,1225644900
1/31/2001,30.6875,38.59379959,30,37,1316364400
2/28/2001,37.0625,38.2344017,28,28.5625,915460900
3/30/2001,28.25,33.6875,24.5625,26.3125,1421872500
4/30/2001,26.0625,32.56999969,22.25,30.90999985,1338908900
5/31/2001,30.77000046,32.5,26.39999962,27.01000023,966949300
6/29/2001,27.26000023,32,26.14900017,29.25,1009937000
7/31/2001,29.57999992,31,27,29.80999947,966254400
8/31/2001,30.62000084,32.22999954,26.87999916,27.95999908,952368300
9/28/2001,27.55999947,28.09000015,18.95999908,20.44000053,1067821800
10/31/2001,20.20999908,26.5,19.07999992,24.42000008,1238422100
11/30/2001,24.53000069,32.99000168,24.25,32.65999985,1113298700
12/31/2001,32.29000092,34.84999847,31.40999985,31.45000076,852263400
1/31/2002,31.89999962,36.77999878,31.55999947,35.04000092,1105889200
2/28/2002,34.81999969,35.06999969,28.5,28.54999924,958852200
3/28/2002,29.09000015,34.25,28.99500084,30.40999985,918728100
4/30/2002,30.13999939,31.45000076,27.51000023,28.61000061,979127000
5/31/2002,28.56999969,31.36000061,25.55999947,27.62000084,977272100
6/28/2002,27.43000031,28.20000076,17.45000076,18.27000046,1337448300
7/31/2002,18.35000038,19.87999916,16.26000023,18.79000092,1509508618
8/30/2002,18.71999931,19.67000008,15.81999969,16.67000008,1185677467
9/30/2002,16.46999931,17.04000092,13.67000008,13.89000034,1256447651
10/31/2002,14.05000019,17.51000023,12.94999981,17.29999924,1884186939
11/29/2002,17.11000061,21.29999924,16.90999985,20.87999916,1249838994
12/31/2002,21.87000084,22.09000015,15.42000008,15.56999969,1180037493
1/31/2003,16.02000046,18.01000023,15.14000034,15.69999981,1302603464
2/28/2003,15.64999962,17.29000092,14.88000011,17.26000023,976070259
3/31/2003,17.12999916,19.01000023,15.59000015,16.28000069,1297802599
4/30/2003,16.37999916,19.55999947,16.28000069,18.37000084,1225305923
5/30/2003,18.37000084,21.01000023,18.29999924,20.81999969,1288889754
6/30/2003,21,22.91900063,19.98999977,20.80999947,1365247337
7/31/2003,20.87000084,25.5,20.51000023,24.88999939,1435604250
8/29/2003,24.78000069,29.04000092,23.32999992,28.59000015,1150167436
9/30/2003,28.77000046,29.37999916,27.21999931,27.52000046,1167370498
10/31/2003,27.81999969,33.27999878,27.80999947,32.95000076,1224616966
11/28/2003,33.33000183,34.50999832,31.65999985,33.54000092,907403564
12/31/2003,33.81999969,34.40000153,29.65999985,32.04999924,1088079113
1/30/2004,32.36000061,34.59999847,30.35000038,30.52000046,1126699992
2/27/2004,30.87999916,31.43000031,28.64999962,29.20000076,1097993661
3/31/2004,29.01000023,30.13999939,26.03000069,27.20000076,1704035202
4/30/2004,27.37000084,28.55999947,25.71999931,25.72999954,1379043872
5/28/2004,26.04999924,28.97999954,25.61000061,28.54999924,1197591207
6/30/2004,28.37999916,29.01000023,27.125,27.60000038,1027959066
7/30/2004,27.39999962,27.47999954,22.45999908,24.37999916,1404648698
8/31/2004,24.03000069,24.98999977,20.86000061,21.29000092,1269708677
